A7,PL23129,SJ_GW322
A8,PL23137,SJ_GW322
H9,PL23152,SJ_GW322
C10,PL23155,SJ_GW322
A11,PL23161,SJ_GW322
H11,PL23168,SJ_GW322
D3,PL23100,DB-HTP-523
G3,PL23103,DB-HTP-523
B5,PL23114,DB-HTP-524
C5,PL23115,DB-HTP-524
D5,PL23116,DB-HTP-524
E5,PL23117,DB-HTP-524
D5,PL23116,DB-HTP-526
F5,PL23118,DB-HTP-525
G5,PL23119,DB-HTP-525
H5,PL23120,DB-HTP-525
A6,PL23121,DB-HTP-525
B6,PL23122,DB-HTP-525
C6,PL23123,DB-HTP-525
D6,PL23124,DB-HTP-525
E6,PL23125,DB-HTP-525
F6,PL23126,DB-HTP-525
G6,PL23127,DB-HTP-525
B6,PL23122,DB-HTP-528
E6,PL23125,DB-HTP-528
B6,PL23122,DB-HTP-527
E6,PL23125,DB-HTP-527
H6,PL23128,DB-HTP-181
A7,PL23129,DB-HTP-181
B7,PL23130,DB-HTP-181
C7,PL23131,DB-HTP-181
D7,PL23132,DB-HTP-181
E7,PL23133,DB-HTP-181
F7,PL23134,DB-HTP-181
G7,PL23135,DB-HTP-181
H7,PL23136,DB-HTP-181
A8,PL23137,DB-HTP-181
B8,PL23138,DB-HTP-181
C8,PL23139,DB-HTP-181
D8,PL23140,DB-HTP-181
E8,PL23141,DB-HTP-181
F8,PL23142,DB-HTP-181
G8,PL23143,DB-HTP-181
H8,PL23144,DB-HTP-181
A9,PL23145,DB-HTP-181
B9,PL23146,DB-HTP-181
C9,PL23147,DB-HTP-181
D9,PL23148,DB-HTP-181
E9,PL23149,DB-HTP-181
F9,PL23150,DB-HTP-181
G9,PL23151,DB-HTP-181
H9,PL23152,DB-HTP-181
A10,PL23153,DB-HTP-181
A7,PL23129,DB-HTP-530
H7,PL23136,DB-HTP-530
A8,PL23137,DB-HTP-530
D9,PL23148,DB-HTP-530
C10,PL23155,DB-HTP-530
H10,PL23160,DB-HTP-530
A11,PL23161,DB-HTP-530
H11,PL23168,DB-HTP-530
A7,PL23129,DB-HTP-529
C10,PL23155,DB-HTP-529
H10,PL23160,DB-HTP-529
A11,PL23161,DB-HTP-529
G11,PL23167,DB-HTP-529
H11,PL23168,DB-HTP-529
H7,PL23136,DB-HTP-076
D9,PL23148,DB-HTP-076
E9,PL23149,DB-HTP-076
H10,PL23160,DB-HTP-076
G11,PL23167,DB-HTP-076
D9,PL23148,DB-HTP-531
E9,PL23149,DB-HTP-532
H9,PL23152,DB-HTP-532
B10,PL23154,DB-HTP-533
C10,PL23155,DB-HTP-533
D10,PL23156,DB-HTP-533
F10,PL23158,DB-HTP-533
G10,PL23159,DB-HTP-533
H10,PL23160,DB-HTP-533
A11,PL23161,DB-HTP-533
C11,PL23163,DB-HTP-533
D11,PL23164,DB-HTP-533
E11,PL23165,DB-HTP-533
F11,PL23166,DB-HTP-533
G11,PL23167,DB-HTP-533
H11,PL23168,DB-HTP-533
D11,PL23164,DB-HTP-534
E11,PL23165,DB-HTP-534
F11,PL23166,DB-HTP-534
G11,PL23167,DB-HTP-534
H11,PL23168,DB-HTP-534
G11,PL23167,DB-HTP-535
H11,PL23168,DB-HTP-538
H11,PL23168,DB-HTP-236
